osmid,y,x,ref,highway,street_count,geometry,lat_index,lon_index,grid_index
39076461,40.7864093,-73.7946273,33,motorway_junction,3,POINT (-73.7946273 40.7864093),69,83,6983
39076490,40.7624294,-73.7570906,31W,motorway_junction,3,POINT (-73.7570906 40.7624294),63,89,6389
39076504,40.7534671,-73.7441643,30W,motorway_junction,3,POINT (-73.7441643 40.7534671),61,92,6192
42421728,40.7980478,-73.9600437,,traffic_signals,3,POINT (-73.9600437 40.7980478),72,53,7253
42421731,40.7986542,-73.9614745,,traffic_signals,4,POINT (-73.9614745 40.7986542),72,52,7252
42421737,40.7992437,-73.9628734,,traffic_signals,4,POINT (-73.9628734 40.7992437),72,52,7252
42421741,40.8004295,-73.9656909,,traffic_signals,4,POINT (-73.9656909 40.8004295),72,52,7252
42421745,40.8013981,-73.9679955,,traffic_signals,4,POINT (-73.9679955 40.8013981),73,51,7351
42421749,40.8016452,-73.9685741,,traffic_signals,4,POINT (-73.9685741 40.8016452),73,51,7351
42421751,40.8022679,-73.9700504,,,3,POINT (-73.9700504 40.8022679),73,51,7351
42421769,40.7826383,-73.9750067,,traffic_signals,3,POINT (-73.9750067 40.7826383),68,50,6850
42421772,40.783828,-73.9778254,,traffic_signals,4,POINT (-73.9778254 40.783828),68,49,6849
42421775,40.7845691,-73.9795827,,traffic_signals,4,POINT (-73.9795827 40.7845691),69,49,6949
42421776,40.7850352,-73.9806732,,traffic_signals,4,POINT (-73.9806732 40.7850352),69,49,6949
42421778,40.7855915,-73.9820041,,,3,POINT (-73.9820041 40.7855915),69,49,6949
42421783,40.8593291,-73.9313239,,traffic_signals,4,POINT (-73.9313239 40.8593291),87,58,8758
42421785,40.858744,-73.930122,,,3,POINT (-73.930122 40.858744),87,58,8758
42421786,40.859012,-73.927625,,,3,POINT (-73.927625 40.859012),87,59,8759
42421791,40.859944,-73.926786,,,3,POINT (-73.926786 40.859944),87,59,8759
42421800,40.7839869,-73.9703125,,traffic_signals,3,POINT (-73.9703125 40.7839869),68,51,6851
42421803,40.7851818,-73.9731496,,traffic_signals,4,POINT (-73.9731496 40.7851818),69,50,6950
42421806,40.7863627,-73.9759753,,traffic_signals,4,POINT (-73.9759753 40.7863627),69,50,6950
42421809,40.7870876,-73.9776916,,traffic_signals,4,POINT (-73.9776916 40.7870876),69,49,6949
42421810,40.7875711,-73.9788225,,traffic_signals,4,POINT (-73.9788225 40.7875711),69,49,6949
42421820,40.788486,-73.9810702,,traffic_signals,3,POINT (-73.9810702 40.788486),70,49,7049
42421828,40.725326,-73.976212,,,3,POINT (-73.976212 40.725326),54,50,5450
42421852,40.8126219,-73.9568234,,traffic_signals,3,POINT (-73.9568234 40.8126219),75,53,7553
42421857,40.8138307,-73.9598214,,traffic_signals,4,POINT (-73.9598214 40.8138307),76,53,7653
42421865,40.814184,-73.9606929,,,3,POINT (-73.9606929 40.814184),76,53,7653
42421877,40.7328569,-73.9959291,,traffic_signals,4,POINT (-73.9959291 40.7328569),56,46,5646
42421889,40.7341463,-73.9991816,,traffic_signals,4,POINT (-73.9991816 40.7341463),56,46,5646
42421941,40.7042693,-74.0087265,,,3,POINT (-74.0087265 40.7042693),49,44,4944
42421946,40.7038639,-74.008386,,,3,POINT (-74.008386 40.7038639),49,44,4944
42421951,40.7033264,-74.0077746,,traffic_signals,4,POINT (-74.0077746 40.7033264),49,44,4944
42421960,40.7041084,-74.0089696,,traffic_signals,4,POINT (-74.0089696 40.7041084),49,44,4944
42421965,40.7032048,-74.0079952,,traffic_signals,4,POINT (-74.0079952 40.7032048),49,44,4944
42421969,40.7692956,-73.9810586,,traffic_signals,3,POINT (-73.9810586 40.7692956),65,49,6549
42421972,40.7697925,-73.982236,,traffic_signals,4,POINT (-73.982236 40.7697925),65,49,6549
42421974,40.7704797,-73.9838597,,traffic_signals,3,POINT (-73.9838597 40.7704797),65,48,6548
42421982,40.7716605,-73.986677,,traffic_signals,4,POINT (-73.986677 40.7716605),65,48,6548
42421985,40.7728633,-73.9895402,,traffic_signals,4,POINT (-73.9895402 40.7728633),66,47,6647
42421993,40.787235,-73.9679404,,traffic_signals,3,POINT (-73.9679404 40.787235),69,51,6951
42421996,40.7884325,-73.9707862,,traffic_signals,4,POINT (-73.9707862 40.7884325),70,51,7051
42422000,40.7896131,-73.9736025,,traffic_signals,4,POINT (-73.9736025 40.7896131),70,50,7050
42422006,40.7902583,-73.9751294,,traffic_signals,4,POINT (-73.9751294 40.7902583),70,50,7050
42422016,40.7908218,-73.9764487,,traffic_signals,4,POINT (-73.9764487 40.7908218),70,50,7050
42422018,40.7917878,-73.978619,,traffic_signals,3,POINT (-73.978619 40.7917878),70,49,7049
42422026,40.7115841,-74.0157844,,traffic_signals,3,POINT (-74.0157844 40.7115841),51,43,5143
42422028,40.7110047,-74.0143969,,traffic_signals,3,POINT (-74.0143969 40.7110047),51,43,5143
42422038,40.7096669,-74.0116583,,traffic_signals,3,POINT (-74.0116583 40.7096669),51,43,5143
42422042,40.7091731,-74.0105706,,traffic_signals,4,POINT (-74.0105706 40.7091731),50,44,5044
42422050,40.7086249,-74.0093797,,,4,POINT (-74.0093797 40.7086249),50,44,5044
42422053,40.7077288,-74.0082757,,,4,POINT (-74.0082757 40.7077288),50,44,5044
42422086,40.8016439,-73.9333873,,,3,POINT (-73.9333873 40.8016439),73,57,7357
42422110,40.8021471,-73.9337706,,,3,POINT (-73.9337706 40.8021471),73,57,7357
42422168,40.8021545,-73.9328935,,,3,POINT (-73.9328935 40.8021545),73,58,7358
42422258,40.748197,-74.00742,,traffic_signals,3,POINT (-74.00742 40.748197),60,44,6044
42422270,40.7062566,-74.0027542,2,motorway_junction,3,POINT (-74.0027542 40.7062566),50,45,5045
42422283,40.7094916,-74.001657,,traffic_signals,5,POINT (-74.001657 40.7094916),50,45,5045
42422399,40.7879993,-73.9827522,,,3,POINT (-73.9827522 40.7879993),69,49,6949
42422449,40.8007075,-73.9311515,,,3,POINT (-73.9311515 40.8007075),73,58,7358
42422509,40.7381466,-73.9736517,,,3,POINT (-73.9736517 40.7381466),57,50,5750
42422592,40.7849764,-73.9826519,,traffic_signals,4,POINT (-73.9826519 40.7849764),69,49,6949
42422899,40.7456883,-73.9721236,,traffic_signals,4,POINT (-73.9721236 40.7456883),59,51,5951
42423020,40.7460792,-73.9749383,,traffic_signals,5,POINT (-73.9749383 40.7460792),59,50,5950
42423039,40.7163982,-73.9757407,,,3,POINT (-73.9757407 40.7163982),52,50,5250
42423051,40.718847,-73.9748036,,traffic_signals,4,POINT (-73.9748036 40.718847),53,50,5350
42423070,40.7835314,-73.9853322,,motorway_junction,3,POINT (-73.9853322 40.7835314),68,48,6848
42423101,40.8442415,-73.9337078,,traffic_signals,4,POINT (-73.9337078 40.8442415),83,57,8357
42423116,40.846152,-73.932313,,traffic_signals,3,POINT (-73.932313 40.846152),83,58,8358
42423170,40.8026802,-73.9326159,,motorway_junction,3,POINT (-73.9326159 40.8026802),73,58,7358
42423189,40.8033683,-73.9329255,,traffic_signals,4,POINT (-73.9329255 40.8033683),73,58,7358
42423203,40.802694,-73.9334099,,traffic_signals,4,POINT (-73.9334099 40.802694),73,57,7357
42423295,40.7132542,-73.9775923,,traffic_signals,4,POINT (-73.9775923 40.7132542),51,50,5150
42423296,40.7124667,-73.9777769,,,3,POINT (-73.9777769 40.7124667),51,49,5149
42423307,40.71075,-73.9814926,,,3,POINT (-73.9814926 40.71075),51,49,5149
42423456,40.7237914,-74.006113,,traffic_signals,5,POINT (-74.006113 40.7237914),54,44,5444
42423514,40.724504,-74.007029,,,4,POINT (-74.007029 40.724504),54,44,5444
42423549,40.721087,-73.9747151,5,motorway_junction,3,POINT (-73.9747151 40.721087),53,50,5350
42423564,40.7589831,-73.9645095,,traffic_signals,3,POINT (-73.9645095 40.7589831),62,52,6252
42423565,40.7596426,-73.9640002,,traffic_signals,4,POINT (-73.9640002 40.7596426),63,52,6352
42423579,40.7595738,-73.960551,,,3,POINT (-73.960551 40.7595738),63,53,6353
42423674,40.766876,-73.979076,,traffic_signals,3,POINT (-73.979076 40.766876),64,49,6449
42423752,40.7620775,-73.9619964,,traffic_signals,4,POINT (-73.9619964 40.7620775),63,52,6352
42423774,40.738339,-73.9738156,,,3,POINT (-73.9738156 40.738339),57,50,5750
42423832,40.7587817,-73.998505,,,3,POINT (-73.998505 40.7587817),62,46,6246
42423836,40.7593876,-73.9969538,,,3,POINT (-73.9969538 40.7593876),63,46,6346
42423847,40.7588687,-73.9992001,,,3,POINT (-73.9992001 40.7588687),62,46,6246
42423885,40.7577433,-73.9968456,,traffic_signals,4,POINT (-73.9968456 40.7577433),62,46,6246
42424025,40.7828748,-73.9437833,,traffic_signals,5,POINT (-73.9437833 40.7828748),68,56,6856
42424032,40.780311,-73.9856862,,traffic_signals,3,POINT (-73.9856862 40.780311),68,48,6848
42424089,40.7606212,-73.9643559,,traffic_signals,5,POINT (-73.9643559 40.7606212),63,52,6352
42424117,40.7944866,-73.9318124,,,3,POINT (-73.9318124 40.7944866),71,58,7158
42424133,40.793757,-73.9322765,,,3,POINT (-73.9322765 40.793757),71,58,7158
42424142,40.769641,-73.9484005,,,3,POINT (-73.9484005 40.769641),65,55,6555
42424145,40.7687032,-73.9491341,,,3,POINT (-73.9491341 40.7687032),65,55,6555
42424218,40.7693848,-73.9950304,,traffic_signals,3,POINT (-73.9950304 40.7693848),65,46,6546
42424225,40.7794865,-73.9735934,,traffic_signals,3,POINT (-73.9735934 40.7794865),67,50,6750
42424235,40.8171783,-73.9344659,,stop,4,POINT (-73.9344659 40.8171783),76,57,7657
42424258,40.7217241,-74.0067668,1,motorway_junction,3,POINT (-74.0067668 40.7217241),53,44,5344
42424334,40.7211998,-74.0079995,2,motorway_junction,3,POINT (-74.0079995 40.7211998),53,44,5344
42424347,40.7209099,-74.0078146,3,motorway_junction,3,POINT (-74.0078146 40.7209099),53,44,5344
42424354,40.7208183,-74.0075453,4,motorway_junction,3,POINT (-74.0075453 40.7208183),53,44,5344
42424408,40.7219848,-74.0082309,,traffic_signals,4,POINT (-74.0082309 40.7219848),53,44,5344
42424439,40.7916758,-73.964694,,traffic_signals,4,POINT (-73.964694 40.7916758),70,52,7052
42424531,40.8295918,-73.9352393,,,3,POINT (-73.9352393 40.8295918),79,57,7957
42424551,40.8305218,-73.9355839,,,3,POINT (-73.9355839 40.8305218),80,57,8057
42424576,40.8304127,-73.9363638,,,3,POINT (-73.9363638 40.8304127),80,57,8057
42424610,40.7206456,-74.008466,,traffic_signals,5,POINT (-74.008466 40.7206456),53,44,5344
42424619,40.7237633,-74.007929,,traffic_signals,5,POINT (-74.007929 40.7237633),54,44,5444
42424630,40.7244054,-74.0070994,,,3,POINT (-74.0070994 40.7244054),54,44,5444
42424641,40.7146195,-73.9768477,,stop,3,POINT (-73.9768477 40.7146195),52,50,5250
42424672,40.7593001,-73.9592658,,traffic_signals,4,POINT (-73.9592658 40.7593001),63,53,6353
42424679,40.8202619,-73.9594899,,crossing,3,POINT (-73.9594899 40.8202619),77,53,7753
42424698,40.8232976,-73.9570228,,,3,POINT (-73.9570228 40.8232976),78,53,7853
42424701,40.8197265,-73.9601312,,,3,POINT (-73.9601312 40.8197265),77,53,7753
42424703,40.8186803,-73.9610583,,traffic_signals,3,POINT (-73.9610583 40.8186803),77,52,7752
42424706,40.8180007,-73.9618103,,,3,POINT (-73.9618103 40.8180007),77,52,7752
42424757,40.8069238,-73.9355669,,traffic_signals,4,POINT (-73.9355669 40.8069238),74,57,7457
42424758,40.80669,-73.9349387,,,3,POINT (-73.9349387 40.80669),74,57,7457
42424789,40.7576654,-73.9948115,,traffic_signals,4,POINT (-73.9948115 40.7576654),62,46,6246
42424851,40.784623,-73.9698495,,traffic_signals,3,POINT (-73.9698495 40.784623),69,51,6951
42424864,40.7244132,-74.0059302,,traffic_signals,3,POINT (-74.0059302 40.7244132),54,44,5444
42424937,40.8105617,-73.967223,,motorway_junction,3,POINT (-73.967223 40.8105617),75,51,7551
42425088,40.8176607,-73.9610256,,traffic_signals,4,POINT (-73.9610256 40.8176607),77,53,7753
42425100,40.715649,-73.977917,,,3,POINT (-73.977917 40.715649),52,49,5249
42425127,40.7917218,-73.9529821,,traffic_signals,3,POINT (-73.9529821 40.7917218),70,54,7054
42425188,40.7856025,-73.9841323,,,2,POINT (-73.9841323 40.7856025),69,48,6948
42425232,40.7923773,-73.9641772,,traffic_signals,4,POINT (-73.9641772 40.7923773),70,52,7052
42425242,40.8203291,-73.9596517,,,3,POINT (-73.9596517 40.8203291),77,53,7753
42425348,40.7954937,-73.9760092,,traffic_signals,4,POINT (-73.9760092 40.7954937),71,50,7150
42425417,40.8282864,-73.9348645,,,3,POINT (-73.9348645 40.8282864),79,57,7957
42425425,40.8158343,-73.9344443,,,3,POINT (-73.9344443 40.8158343),76,57,7657
42425484,40.814759,-73.9343888,,,3,POINT (-73.9343888 40.814759),76,57,7657
42425570,40.7942085,-73.9628541,,traffic_signals,3,POINT (-73.9628541 40.7942085),71,52,7152
42425681,40.7993152,-73.929126,18,motorway_junction,3,POINT (-73.929126 40.7993152),72,58,7258
42425747,40.8034625,-73.9312143,,,3,POINT (-73.9312143 40.8034625),73,58,7358
42425758,40.8310238,-73.93598,,traffic_signals,3,POINT (-73.93598 40.8310238),80,57,8057
42425780,40.8668739,-73.930985,,,3,POINT (-73.930985 40.8668739),88,58,8858
42425955,40.7143955,-74.0005026,,traffic_signals,3,POINT (-74.0005026 40.7143955),52,45,5245
42425959,40.8692662,-73.9318334,,,1,POINT (-73.9318334 40.8692662),89,58,8958
42426060,40.7239092,-74.0075216,,,3,POINT (-74.0075216 40.7239092),54,44,5444
42426089,40.723454,-74.0074947,,,3,POINT (-74.0074947 40.723454),54,44,5444
42426135,40.8039382,-73.9323444,,,4,POINT (-73.9323444 40.8039382),73,58,7358
42426374,40.7982188,-73.952396,,traffic_signals,3,POINT (-73.952396 40.7982188),72,54,7254
42426418,40.7602431,-73.9515065,,,3,POINT (-73.9515065 40.7602431),63,54,6354
42426665,40.8337341,-73.9376003,,,4,POINT (-73.9376003 40.8337341),80,57,8057
42426747,40.7024415,-74.0128371,,traffic_signals,4,POINT (-74.0128371 40.7024415),49,43,4943
42426799,40.8025637,-73.9303673,17,motorway_junction,3,POINT (-73.9303673 40.8025637),73,58,7358
42426805,40.7923959,-73.9367868,,,3,POINT (-73.9367868 40.7923959),70,57,7057
42426810,40.834924,-73.9354669,,,3,POINT (-73.9354669 40.834924),81,57,8157
42426816,40.7472955,-73.9758273,,traffic_signals,4,POINT (-73.9758273 40.7472955),60,50,6050
42426851,40.74693,-73.9692725,,,3,POINT (-73.9692725 40.74693),60,51,6051
42426865,40.7374172,-73.974504,7,motorway_junction,3,POINT (-73.974504 40.7374172),57,50,5750
42426875,40.7369776,-73.9749044,,,3,POINT (-73.9749044 40.7369776),57,50,5750
42426928,40.7624373,-73.9479808,,,1,POINT (-73.9479808 40.7624373),63,55,6355
42426931,40.7629715,-73.949099,,,3,POINT (-73.949099 40.7629715),63,55,6355
42426957,40.806301,-73.9348501,,,3,POINT (-73.9348501 40.806301),74,57,7457
42426968,40.8179047,-73.9342503,,,3,POINT (-73.9342503 40.8179047),77,57,7757
42426971,40.8188825,-73.9343644,22,motorway_junction,3,POINT (-73.9343644 40.8188825),77,57,7757
42427009,40.7904084,-73.9367296,15,motorway_junction,3,POINT (-73.9367296 40.7904084),70,57,7057
42427016,40.847737,-73.9311538,,,3,POINT (-73.9311538 40.847737),84,58,8458
42427030,40.7652696,-73.9521462,,,3,POINT (-73.9521462 40.7652696),64,54,6454
42427036,40.7665323,-73.9510157,,,3,POINT (-73.9510157 40.7665323),64,54,6454
42427070,40.7566077,-73.9558339,,,3,POINT (-73.9558339 40.7566077),62,53,6253
42427086,40.8353715,-73.9441039,,traffic_signals,4,POINT (-73.9441039 40.8353715),81,56,8156
42427112,40.8363811,-73.9445746,,traffic_signals,4,POINT (-73.9445746 40.8363811),81,55,8155
42427115,40.8370771,-73.9442977,,traffic_signals,4,POINT (-73.9442977 40.8370771),81,56,8156
42427122,40.8377866,-73.9440172,,traffic_signals,4,POINT (-73.9440172 40.8377866),81,56,8156
42427126,40.8384634,-73.9437512,,traffic_signals,4,POINT (-73.9437512 40.8384634),82,56,8256
42427128,40.839174,-73.943465,,traffic_signals,3,POINT (-73.943465 40.839174),82,56,8256
42427133,40.8401941,-73.9430682,,traffic_signals,4,POINT (-73.9430682 40.8401941),82,56,8256
42427136,40.8421541,-73.9422847,,traffic_signals,3,POINT (-73.9422847 40.8421541),83,56,8356
42427139,40.8428216,-73.9420178,,traffic_signals,4,POINT (-73.9420178 40.8428216),83,56,8356
42427143,40.8434507,-73.9416342,,traffic_signals,4,POINT (-73.9416342 40.8434507),83,56,8356
42427146,40.8440509,-73.9411456,,traffic_signals,4,POINT (-73.9411456 40.8440509),83,56,8356
42427150,40.844695,-73.9408022,,traffic_signals,4,POINT (-73.9408022 40.844695),83,56,8356
42427152,40.8453757,-73.9405244,,traffic_signals,4,POINT (-73.9405244 40.8453757),83,56,8356
42427156,40.8460446,-73.9402488,,traffic_signals,3,POINT (-73.9402488 40.8460446),83,56,8356
42427159,40.8465308,-73.9400565,,traffic_signals,3,POINT (-73.9400565 40.8465308),84,56,8456
42427164,40.8472122,-73.9397798,,traffic_signals,4,POINT (-73.9397798 40.8472122),84,56,8456
42427168,40.847842,-73.9395229,,traffic_signals,4,POINT (-73.9395229 40.847842),84,56,8456
42427185,40.8499781,-73.9386594,,traffic_signals,4,POINT (-73.9386594 40.8499781),84,57,8457
42427190,40.850909,-73.938284,,traffic_signals,4,POINT (-73.938284 40.850909),85,57,8557
42427196,40.852128,-73.937819,,traffic_signals,4,POINT (-73.937819 40.852128),85,57,8557
42427206,40.85338,-73.937435,,traffic_signals,3,POINT (-73.937435 40.85338),85,57,8557
42427212,40.8551136,-73.9369042,,traffic_signals,3,POINT (-73.9369042 40.8551136),86,57,8657
42427216,40.857109,-73.935602,,traffic_signals,4,POINT (-73.935602 40.857109),86,57,8657
42427236,40.7116883,-74.0058474,,traffic_signals,3,POINT (-74.0058474 40.7116883),51,44,5144
42427242,40.7101781,-74.0042431,,traffic_signals,3,POINT (-74.0042431 40.7101781),51,45,5145
42427249,40.7070101,-74.0064417,,,3,POINT (-74.0064417 40.7070101),50,44,5044
42427251,40.7063813,-74.0056937,,,4,POINT (-74.0056937 40.7063813),50,44,5044
42427254,40.7060012,-74.0052076,,,4,POINT (-74.0052076 40.7060012),50,45,5045
42427256,40.705408,-74.0044743,,,3,POINT (-74.0044743 40.705408),49,45,4945
42427278,40.7135883,-74.0035657,,traffic_signals,3,POINT (-74.0035657 40.7135883),51,45,5145
42427300,40.7151572,-74.0021128,,traffic_signals,4,POINT (-74.0021128 40.7151572),52,45,5245
42427305,40.7157533,-74.0016876,,traffic_signals,4,POINT (-74.0016876 40.7157533),52,45,5245
42427307,40.71693,-74.000818,,traffic_signals,3,POINT (-74.000818 40.71693),52,45,5245
42427311,40.717619,-74.000274,,traffic_signals,4,POINT (-74.000274 40.717619),52,45,5245
42427316,40.718016,-73.9999554,,traffic_signals,4,POINT (-73.9999554 40.718016),53,45,5345
42427319,40.7186723,-73.9994292,,traffic_signals,3,POINT (-73.9994292 40.7186723),53,46,5346
42427322,40.718913,-73.999234,,,3,POINT (-73.999234 40.718913),53,46,5346
42427324,40.7198029,-73.9985112,,traffic_signals,4,POINT (-73.9985112 40.7198029),53,46,5346
42427327,40.7208344,-73.9976561,,traffic_signals,4,POINT (-73.9976561 40.7208344),53,46,5346
42427335,40.7152425,-73.9842337,,traffic_signals,4,POINT (-73.9842337 40.7152425),52,48,5248
42427337,40.7161377,-73.9836386,,,3,POINT (-73.9836386 40.7161377),52,48,5248
42427340,40.7166776,-73.9833624,,,4,POINT (-73.9833624 40.7166776),52,48,5248
42427345,40.717175,-73.9831071,,,4,POINT (-73.9831071 40.717175),52,49,5249
42427346,40.7183141,-73.9825206,,traffic_signals,3,POINT (-73.9825206 40.7183141),53,49,5349
42427352,40.7194618,-73.9819415,,traffic_signals,4,POINT (-73.9819415 40.7194618),53,49,5349
42427358,40.7206496,-73.9813453,,traffic_signals,4,POINT (-73.9813453 40.7206496),53,49,5349
42427369,40.7396792,-73.9909583,,traffic_signals,4,POINT (-73.9909583 40.7396792),58,47,5847
42427371,40.7410305,-73.9941671,,traffic_signals,4,POINT (-73.9941671 40.7410305),58,47,5847
42427374,40.742228,-73.997007,,traffic_signals,4,POINT (-73.997007 40.742228),58,46,5846
42427381,40.7434264,-73.9998513,,traffic_signals,4,POINT (-73.9998513 40.7434264),59,46,5946
42427386,40.7446399,-74.0027323,,traffic_signals,4,POINT (-74.0027323 40.7446399),59,45,5945
42427390,40.745816,-74.005535,,traffic_signals,4,POINT (-74.005535 40.745816),59,44,5944
42427393,40.746795,-74.0078599,,traffic_signals,3,POINT (-74.0078599 40.746795),59,44,5944
42427411,40.7081724,-74.0166109,,,3,POINT (-74.0166109 40.7081724),50,42,5042
42427412,40.708457,-74.017398,,,5,POINT (-74.017398 40.708457),50,42,5042
42427423,40.7435682,-73.9923179,,traffic_signals,4,POINT (-73.9923179 40.7435682),59,47,5947
42427426,40.744765,-73.9951595,,traffic_signals,4,POINT (-73.9951595 40.744765),59,46,5946
42427427,40.7459612,-73.998,,traffic_signals,4,POINT (-73.998 40.7459612),59,46,5946
42427477,40.7471747,-74.0008813,,traffic_signals,4,POINT (-74.0008813 40.7471747),60,45,6045
42427483,40.748355,-74.003684,,traffic_signals,4,POINT (-74.003684 40.748355),60,45,6045
42427494,40.7502334,-74.0082779,,traffic_signals,4,POINT (-74.0082779 40.7502334),60,44,6044
42427504,40.8716544,-73.9112343,,,3,POINT (-73.9112343 40.8716544),90,61,9061
42427507,40.8722414,-73.9126036,,traffic_signals,4,POINT (-73.9126036 40.8722414),90,61,9061
42427519,40.8123183,-73.9522263,,,3,POINT (-73.9522263 40.8123183),75,54,7554
42427523,40.81294,-73.95177,,,3,POINT (-73.95177 40.81294),75,54,7554
42427531,40.813567,-73.951322,,,3,POINT (-73.951322 40.813567),76,54,7654
42427538,40.814187,-73.95086,,,3,POINT (-73.95086 40.814187),76,54,7654
42427649,40.8179231,-73.9497399,,,3,POINT (-73.9497399 40.8179231),77,55,7755
42427735,40.8214875,-73.9485312,,traffic_signals,4,POINT (-73.9485312 40.8214875),78,55,7855
42427742,40.714251,-73.9808938,,traffic_signals,3,POINT (-73.9808938 40.714251),52,49,5249
42427744,40.7135531,-73.9808346,,traffic_signals,4,POINT (-73.9808346 40.7135531),51,49,5149
42427750,40.7115207,-73.9806225,,,3,POINT (-73.9806225 40.7115207),51,49,5149
42427762,40.7636536,-73.9734832,,traffic_signals,4,POINT (-73.9734832 40.7636536),64,50,6450
42427764,40.7639136,-73.9741072,,traffic_signals,3,POINT (-73.9741072 40.7639136),64,50,6450
42427768,40.855598,-73.927319,,,3,POINT (-73.927319 40.855598),86,59,8659
42427769,40.856182,-73.928716,,traffic_signals,4,POINT (-73.928716 40.856182),86,58,8658
42427773,40.8566083,-73.9297266,,,3,POINT (-73.9297266 40.8566083),86,58,8658
42427780,40.857841,-73.932043,,traffic_signals,3,POINT (-73.932043 40.857841),86,58,8658
42427782,40.8581161,-73.932977,,,3,POINT (-73.932977 40.8581161),86,58,8658
42427786,40.745301,-73.986846,,traffic_signals,4,POINT (-73.986846 40.745301),59,48,5948
42427787,40.7460483,-73.9886101,,traffic_signals,4,POINT (-73.9886101 40.7460483),59,48,5948
42427797,40.7466658,-73.9900676,,traffic_signals,4,POINT (-73.9900676 40.7466658),59,47,5947
42427805,40.7478717,-73.9929242,,traffic_signals,4,POINT (-73.9929242 40.7478717),60,47,6047
42427812,40.7490537,-73.9957298,,traffic_signals,4,POINT (-73.9957298 40.7490537),60,46,6046
42427821,40.7514485,-74.0014254,,traffic_signals,4,POINT (-74.0014254 40.7514485),61,45,6145
42427824,40.7526474,-74.0042757,,traffic_signals,4,POINT (-74.0042757 40.7526474),61,45,6145
42427828,40.7537821,-74.0070387,,traffic_signals,4,POINT (-74.0070387 40.7537821),61,44,6144
42427834,40.8134253,-73.9371434,,,3,POINT (-73.9371434 40.8134253),76,57,7657
42427844,40.8621121,-73.9300037,,traffic_signals,3,POINT (-73.9300037 40.8621121),87,58,8758
42427846,40.8622107,-73.9296676,,,3,POINT (-73.9296676 40.8622107),87,58,8758
42427849,40.8626215,-73.9286059,,,3,POINT (-73.9286059 40.8626215),87,58,8758
42427852,40.862926,-73.927766,,traffic_signals,4,POINT (-73.927766 40.862926),88,59,8859
42427855,40.863238,-73.926923,,traffic_signals,4,POINT (-73.926923 40.863238),88,59,8859
42427859,40.8635745,-73.9260124,,traffic_signals,4,POINT (-73.9260124 40.8635745),88,59,8859
42427863,40.864403,-73.923767,,traffic_signals,4,POINT (-73.923767 40.864403),88,59,8859
42427867,40.8651,-73.921884,,traffic_signals,4,POINT (-73.921884 40.8651),88,60,8860
42427870,40.865797,-73.919996,,traffic_signals,4,POINT (-73.919996 40.865797),88,60,8860
42427873,40.866315,-73.918596,,traffic_signals,4,POINT (-73.918596 40.866315),88,60,8860
42427877,40.866813,-73.917205,,traffic_signals,3,POINT (-73.917205 40.866813),88,60,8860
42427881,40.8272063,-73.9424535,,traffic_signals,4,POINT (-73.9424535 40.8272063),79,56,7956
42427883,40.827823,-73.941997,,,3,POINT (-73.941997 40.827823),79,56,7956
42427888,40.828447,-73.94154,,,3,POINT (-73.94154 40.828447),79,56,7956
42427891,40.829083,-73.941078,,,3,POINT (-73.941078 40.829083),79,56,7956
42427894,40.8302773,-73.9402064,,traffic_signals,4,POINT (-73.9402064 40.8302773),80,56,8056
42427915,40.7820388,-73.9717224,,traffic_signals,4,POINT (-73.9717224 40.7820388),68,51,6851
42427926,40.8745523,-73.9096352,,traffic_signals,4,POINT (-73.9096352 40.8745523),90,62,9062
42427934,40.8746713,-73.9110993,,,3,POINT (-73.9110993 40.8746713),90,62,9062
42427936,40.8750497,-73.9122655,,,3,POINT (-73.9122655 40.8750497),90,61,9061
42427939,40.8756706,-73.9128004,,,3,POINT (-73.9128004 40.8756706),91,61,9161
42427956,40.7045596,-74.0094849,,,4,POINT (-74.0094849 40.7045596),49,44,4944
42427965,40.7599137,-73.9588108,,traffic_signals,4,POINT (-73.9588108 40.7599137),63,53,6353
42427968,40.7605391,-73.9583585,,traffic_signals,4,POINT (-73.9583585 40.7605391),63,53,6353
42427970,40.7611816,-73.9579018,,traffic_signals,5,POINT (-73.9579018 40.7611816),63,53,6353
42427972,40.7617963,-73.9574532,,traffic_signals,3,POINT (-73.9574532 40.7617963),63,53,6353
42427975,40.7624248,-73.9569931,,traffic_signals,3,POINT (-73.9569931 40.7624248),63,53,6353
42427979,40.7630517,-73.9565342,,traffic_signals,3,POINT (-73.9565342 40.7630517),63,53,6353
42427985,40.7636731,-73.9560793,,traffic_signals,3,POINT (-73.9560793 40.7636731),64,53,6453
42427991,40.7642988,-73.9556211,,traffic_signals,4,POINT (-73.9556211 40.7642988),64,53,6453
42427996,40.7649207,-73.9551666,,traffic_signals,3,POINT (-73.9551666 40.7649207),64,54,6454
42428003,40.7655447,-73.9547105,,traffic_signals,4,POINT (-73.9547105 40.7655447),64,54,6454
42428005,40.7661832,-73.9542439,,traffic_signals,4,POINT (-73.9542439 40.7661832),64,54,6454
42428007,40.7668593,-73.9537482,,traffic_signals,4,POINT (-73.9537482 40.7668593),64,54,6454
42428010,40.7675409,-73.9532494,,traffic_signals,4,POINT (-73.9532494 40.7675409),64,54,6454
42428012,40.7681722,-73.9527922,,traffic_signals,4,POINT (-73.9527922 40.7681722),65,54,6554
